glacier,glacier_id,annee,bilan_hiver,bilan_ete,bilan_annuel,ligne_equilibre,surface_km2,bilan_cumule
Schwarzberggletscher,B52-24,1969,1412,-1184,228,2985,5.52,-1056
Schwarzberggletscher,B52-24,1970,1240,-1442,-202,3085,5.53,-1258
Schwarzberggletscher,B52-24,1971,1179,-1328,-149,3045,5.54625,-1407
Schwarzberggletscher,B52-24,1972,857,-815,42,3015,5.55438,-1365
Schwarzberggletscher,B52-24,1973,859,-1315,-456,3105,5.55813,-1821
Schwarzberggletscher,B52-24,1974,1226,-1040,186,2985,5.5625,-1635
Schwarzberggletscher,B52-24,1975,1409,-656,753,2805,5.57,-882
Schwarzberggletscher,B52-24,1976,974,-850,124,3015,5.57625,-758
Schwarzberggletscher,B52-24,1977,2362,-492,1870,2685,5.58,1112
Schwarzberggletscher,B52-24,1978,2911,-459,2452,2665,5.58812,3564
Schwarzberggletscher,B52-24,1979,921,-1199,-278,3085,5.59125,3286
Schwarzberggletscher,B52-24,1980,1689,-671,1018,2805,5.59625,4304
Schwarzberggletscher,B52-24,1981,1333,-828,505,2925,5.60063,4809
Schwarzberggletscher,B52-24,1982,1391,-2068,-677,3145,5.64813,4132
Schwarzberggletscher,B52-24,1983,1584,-2675,-1091,3255,5.51563,3041
Schwarzberggletscher,B52-24,1984,769,-725,44,3015,5.51438,3085
Schwarzberggletscher,B52-24,1985,1190,-1863,-673,3155,5.51312,2412
Schwarzberggletscher,B52-24,1986,1484,-2271,-787,3185,5.51438,1625
Schwarzberggletscher,B52-24,1987,701,-1741,-1040,3235,5.5125,585
Schwarzberggletscher,B52-24,1988,1264,-1724,-460,3105,5.51187,125
Schwarzberggletscher,B52-24,1989,1234,-1759,-525,3135,5.51187,-400
Schwarzberggletscher,B52-24,1990,624,-2466,-1842,3365,5.51125,-2242
Schwarzberggletscher,B52-24,1991,1486,-1479,7,3015,5.51187,-2235
Schwarzberggletscher,B52-24,1992,1145,-547,598,2885,5.57062,-1637
Schwarzberggletscher,B52-24,1993,1326,-661,665,2825,5.56813,-972
Schwarzberggletscher,B52-24,1994,1395,-1194,201,2965,5.565,-771
Schwarzberggletscher,B52-24,1995,955,-921,34,3015,5.56062,-737
Schwarzberggletscher,B52-24,1996,725,-1021,-296,3125,5.55375,-1033
Schwarzberggletscher,B52-24,1997,939,-1910,-971,3235,5.54563,-2004
Schwarzberggletscher,B52-24,1998,474,-2188,-1714,3535,5.53625,-3718
Schwarzberggletscher,B52-24,1999,1134,-2221,-1087,3245,5.50312,-4805
Schwarzberggletscher,B52-24,2000,1086,-1137,-51,3015,5.41125,-4856
Schwarzberggletscher,B52-24,2001,1034,-973,61,3005,5.39,-4795
Schwarzberggletscher,B52-24,2002,1177,-1151,26,3005,5.36813,-4769
Schwarzberggletscher,B52-24,2003,1398,-3287,-1889,3235,5.34375,-6658
Schwarzberggletscher,B52-24,2004,652,-1374,-722,3145,5.33563,-7380
Schwarzberggletscher,B52-24,2005,1064,-1942,-878,3095,5.34438,-8258
Schwarzberggletscher,B52-24,2006,881,-2330,-1449,3215,5.335,-9707
Schwarzberggletscher,B52-24,2007,1056,-1360,-304,3035,5.32437,-10011
Schwarzberggletscher,B52-24,2008,831,-1531,-700,3085,5.3075,-10711
Schwarzberggletscher,B52-24,2009,1716,-2163,-447,3085,5.30813,-11158
Schwarzberggletscher,B52-24,2010,1229,-2073,-844,3175,5.25563,-12002
Schwarzberggletscher,B52-24,2011,479,-1863,-1384,3245,5.21375,-13386
Schwarzberggletscher,B52-24,2012,1414,-2252,-838,3145,5.1675,-14224
Schwarzberggletscher,B52-24,2013,1767,-1717,50,3015,5.1675,-14174
Schwarzberggletscher,B52-24,2014,1265,-1502,-237,3035,5.12063,-14411
Schwarzberggletscher,B52-24,2015,1099,-2290,-1191,3225,5.12063,-15602
Schwarzberggletscher,B52-24,2016,1295,-2272,-977,3205,5.12063,-16579
Schwarzberggletscher,B52-24,2017,970,-2381,-1411,3325,5.10187,-17990
Schwarzberggletscher,B52-24,2018,1763,-2690,-927,3145,5.10187,-18917
Schwarzberggletscher,B52-24,2019,1327,-2102,-775,3165,4.89063,-19692
Schwarzberggletscher,B52-24,2020,1468,-1969,-501,3105,4.89063,-20193
Schwarzberggletscher,B52-24,2021,1038,-1677,-639,3135,4.89063,-20832
Schwarzberggletscher,B52-24,2022,704,-3943,-3239,3582,4.89063,-24071
Schwarzberggletscher,B52-24,2023,1069,-3965,-2896,3569,4.89063,-26967
Schwarzberggletscher,B52-24,2024,1476,-2240,-764,3215,4.72875,-27731
Schwarzberggletscher,B52-24,2025,1634,-2885,-1251,3215,4.72875,-28982
Schwarzwasserfirn,A51e-08,2013,2106,-2084,22,2787,0.0504,22
Schwarzwasserfirn,A51e-08,2014,2160,-2426,-266,2787,0.0555,-244
Schwarzwasserfirn,A51e-08,2015,1955,-3096,-1141,2923,0.0504,-1385
Schwarzwasserfirn,A51e-08,2016,1818,-2912,-1094,2920,0.037,-2479
Schwarzwasserfirn,A51e-08,2017,2031,-3606,-1575,2980,0.037,-4054
Schwarzwasserfirn,A51e-08,2018,2375,-4333,-1958,3024,0.026,-6012
Schwarzwasserfirn,A51e-08,2019,2393,-2498,-105,2797,0.026,-6117
Schwarzwasserfirn,A51e-08,2020,2053,-2428,-375,2807,0.0218,-6492
Schwarzwasserfirn,A51e-08,2021,1982,-2471,-489,2841,0.0218,-6981
Silvrettagletscher,A10g-05,1915,1503,-1918,-415,2795,4.06687,-415
Silvrettagletscher,A10g-05,1916,1415,-1034,381,2625,3.55563,-34
Silvrettagletscher,A10g-05,1917,1872,-1900,-28,2725,3.55563,-62
Silvrettagletscher,A10g-05,1918,1075,-1489,-414,2805,3.55563,-476
Silvrettagletscher,A10g-05,1919,1862,-840,1022,2445,3.55563,546
Silvrettagletscher,A10g-05,1920,2467,-1884,583,2635,3.55563,1129
Silvrettagletscher,A10g-05,1921,815,-3361,-2546,3151,3.55563,-1417
Silvrettagletscher,A10g-05,1922,1151,-803,348,2605,3.55563,-1069
Silvrettagletscher,A10g-05,1923,1446,-1123,323,2605,3.55563,-746
Silvrettagletscher,A10g-05,1924,1378,-774,604,2595,3.55563,-142
Silvrettagletscher,A10g-05,1925,1072,-656,416,2605,3.55563,274
Silvrettagletscher,A10g-05,1926,1273,-774,499,2595,3.55563,773
Silvrettagletscher,A10g-05,1927,2255,-1515,740,2615,3.55563,1513
Silvrettagletscher,A10g-05,1928,1144,-3104,-1960,3144,3.55563,-447
Silvrettagletscher,A10g-05,1929,1315,-2635,-1320,2955,3.55563,-1767
Silvrettagletscher,A10g-05,1930,1109,-1187,-78,2745,3.55563,-1845
Silvrettagletscher,A10g-05,1931,1490,-878,612,2595,3.55563,-1233
Silvrettagletscher,A10g-05,1932,1088,-2051,-963,3025,3.55563,-2196
Silvrettagletscher,A10g-05,1933,1190,-682,508,2595,3.55563,-1688
Silvrettagletscher,A10g-05,1934,997,-1394,-397,2805,3.55563,-2085
Silvrettagletscher,A10g-05,1935,2220,-1776,444,2605,3.55563,-1641
Silvrettagletscher,A10g-05,1936,1736,-1243,493,2615,3.55563,-1148
Silvrettagletscher,A10g-05,1937,1797,-1309,488,2595,3.55563,-660
Silvrettagletscher,A10g-05,1938,919,-1126,-207,2775,3.55563,-867
Silvrettagletscher,A10g-05,1939,1438,-1410,28,2715,3.55563,-839
Silvrettagletscher,A10g-05,1940,1464,-635,829,2555,3.55563,-10
Silvrettagletscher,A10g-05,1941,1502,-1332,170,2695,3.55563,160
Silvrettagletscher,A10g-05,1942,1081,-1934,-853,2875,3.55563,-693
Silvrettagletscher,A10g-05,1943,1273,-1588,-315,2785,3.55563,-1008
Silvrettagletscher,A10g-05,1944,1674,-2025,-351,2815,3.55563,-1359
Silvrettagletscher,A10g-05,1945,2115,-3190,-1075,2895,3.55563,-2434
Silvrettagletscher,A10g-05,1946,1286,-1637,-351,2815,3.55563,-2785
Silvrettagletscher,A10g-05,1947,1427,-4475,-3048,3219,3.55563,-5833
Silvrettagletscher,A10g-05,1948,2194,-908,1286,2475,3.55563,-4547
Silvrettagletscher,A10g-05,1949,981,-2212,-1231,3050,3.23312,-5778
Silvrettagletscher,A10g-05,1950,1427,-3011,-1584,3069,3.23312,-7362
Silvrettagletscher,A10g-05,1951,1781,-1756,25,2735,3.23312,-7337
Silvrettagletscher,A10g-05,1952,1367,-2216,-849,2895,3.23312,-8186
Silvrettagletscher,A10g-05,1953,1598,-1802,-204,2775,3.23312,-8390
Silvrettagletscher,A10g-05,1954,1074,-955,119,2705,3.23312,-8271
Silvrettagletscher,A10g-05,1955,1914,-1048,866,2565,3.23312,-7405
Silvrettagletscher,A10g-05,1956,1523,-1361,162,2715,3.23312,-7243
Silvrettagletscher,A10g-05,1957,1459,-1157,302,2675,3.23312,-6941
Silvrettagletscher,A10g-05,1958,1533,-2154,-621,2865,3.23312,-7562
Silvrettagletscher,A10g-05,1959,1054,-2576,-1522,3072,3.23312,-9084
Silvrettagletscher,A10g-05,1960,1201,-950,251,2675,3.23312,-8833
Silvrettagletscher,A10g-05,1961,1229,-1617,-388,2805,3.23312,-9221
Silvrettagletscher,A10g-05,1962,1601,-1569,32,2745,3.23312,-9189
Silvrettagletscher,A10g-05,1963,994,-2064,-1070,3025,3.23312,-10259
Silvrettagletscher,A10g-05,1964,1059,-2533,-1474,3086,3.23312,-11733
Silvrettagletscher,A10g-05,1965,1589,-394,1195,2525,3.23312,-10538
Silvrettagletscher,A10g-05,1966,2089,-875,1214,2555,3.23312,-9324
Silvrettagletscher,A10g-05,1967,1790,-1408,382,2655,3.1475,-8942
Silvrettagletscher,A10g-05,1968,1574,-997,577,2645,3.1475,-8365
Silvrettagletscher,A10g-05,1969,1012,-1251,-239,2785,3.1475,-8604
Silvrettagletscher,A10g-05,1970,1561,-1382,179,2695,3.1475,-8425
Silvrettagletscher,A10g-05,1971,1031,-1878,-847,3045,3.1475,-9272
Silvrettagletscher,A10g-05,1972,703,-975,-272,2805,3.1475,-9544
Silvrettagletscher,A10g-05,1973,1016,-2071,-1055,3065,3.1475,-10599
Silvrettagletscher,A10g-05,1974,1323,-721,602,2615,3.1475,-9997
Silvrettagletscher,A10g-05,1975,1465,-1238,227,2675,3.1475,-9770
Silvrettagletscher,A10g-05,1976,1113,-1279,-166,2775,3.1475,-9936
Silvrettagletscher,A10g-05,1977,1518,-1118,400,2655,3.1475,-9536
Silvrettagletscher,A10g-05,1978,1370,-430,940,2585,3.1475,-8596
Silvrettagletscher,A10g-05,1979,1186,-1339,-153,2785,3.1475,-8749
Silvrettagletscher,A10g-05,1980,1734,-1169,565,2645,3.13687,-8184
Silvrettagletscher,A10g-05,1981,1826,-1430,396,2665,3.13687,-7788
Silvrettagletscher,A10g-05,1982,1667,-2404,-737,2835,3.13687,-8525
Silvrettagletscher,A10g-05,1983,1595,-2220,-625,2825,3.13687,-9150
Silvrettagletscher,A10g-05,1984,1700,-852,848,2615,3.13687,-8302
Silvrettagletscher,A10g-05,1985,1520,-1164,356,2675,3.13687,-7946
Silvrettagletscher,A10g-05,1986,1695,-1861,-166,2785,3.13687,-8112
Silvrettagletscher,A10g-05,1987,1575,-2413,-838,2865,3.13687,-8950
Silvrettagletscher,A10g-05,1988,1906,-2123,-217,2795,3.13687,-9167
Silvrettagletscher,A10g-05,1989,1700,-2039,-339,2815,3.13687,-9506
Silvrettagletscher,A10g-05,1990,1647,-2210,-563,2835,3.13687,-10069
Silvrettagletscher,A10g-05,1991,1103,-2368,-1265,3147,3.00688,-11334
Silvrettagletscher,A10g-05,1992,2639,-3760,-1121,3113,3.00688,-12455
Silvrettagletscher,A10g-05,1993,2248,-2538,-290,2795,3.00688,-12745
Silvrettagletscher,A10g-05,1994,2167,-2883,-716,2875,3.00688,-13461
Silvrettagletscher,A10g-05,1995,2145,-2086,59,2725,3.00688,-13402
Silvrettagletscher,A10g-05,1996,813,-734,79,2705,3.00688,-13323
Silvrettagletscher,A10g-05,1997,2061,-2443,-382,2895,3.00688,-13705
Silvrettagletscher,A10g-05,1998,1431,-2522,-1091,3148,3.00688,-14796
Silvrettagletscher,A10g-05,1999,3040,-3309,-269,2855,2.88937,-15065
Silvrettagletscher,A10g-05,2000,2629,-2580,49,2745,2.88937,-15016
Silvrettagletscher,A10g-05,2001,2375,-1744,631,2555,2.88937,-14385
Silvrettagletscher,A10g-05,2002,1228,-1826,-598,3072,2.88937,-14983
Silvrettagletscher,A10g-05,2003,1909,-4112,-2203,3270,2.88937,-17186
Silvrettagletscher,A10g-05,2004,1820,-1595,225,2645,2.88937,-16961
Silvrettagletscher,A10g-05,2005,1243,-1941,-698,2955,2.88937,-17659
Silvrettagletscher,A10g-05,2006,1354,-2463,-1109,3078,2.78875,-18768
Silvrettagletscher,A10g-05,2007,1152,-1823,-671,2865,2.78875,-19439
Silvrettagletscher,A10g-05,2008,1430,-2000,-570,2855,2.78875,-20009
Silvrettagletscher,A10g-05,2009,1559,-2662,-1103,2955,2.78875,-21112
Silvrettagletscher,A10g-05,2010,996,-1275,-279,2825,2.78875,-21391
Silvrettagletscher,A10g-05,2011,965,-2472,-1507,3113,2.74125,-22898
Silvrettagletscher,A10g-05,2012,1527,-2863,-1336,3135,2.74125,-24234
Silvrettagletscher,A10g-05,2013,1231,-1495,-264,2795,2.74125,-24498
Silvrettagletscher,A10g-05,2014,1164,-1879,-715,2895,2.68375,-25213
Silvrettagletscher,A10g-05,2015,1223,-2800,-1577,3150,2.68375,-26790
Silvrettagletscher,A10g-05,2016,1321,-1983,-662,2895,2.68375,-27452
Silvrettagletscher,A10g-05,2017,1314,-2755,-1441,3110,2.67062,-28893
Silvrettagletscher,A10g-05,2018,1533,-3414,-1881,3171,2.61563,-30774
Silvrettagletscher,A10g-05,2019,1747,-2750,-1003,3112,2.58188,-31777
Silvrettagletscher,A10g-05,2020,1211,-2207,-996,2945,2.485,-32773
Silvrettagletscher,A10g-05,2021,1312,-2200,-888,2945,2.38875,-33661
Silvrettagletscher,A10g-05,2022,859,-4198,-3339,3338,2.38875,-37000
Silvrettagletscher,A10g-05,2023,1271,-3580,-2309,3203,2.325,-39309
Silvrettagletscher,A10g-05,2024,1787,-3441,-1654,3114,2.2625,-40963
Silvrettagletscher,A10g-05,2025,711,-2983,-2272,3142,2.24437,-43235
St. Annafirn,A51e-12,2012,1416,-2075,-659,2807,0.1937,-659
St. Annafirn,A51e-12,2013,1580,-1876,-296,2762,0.1937,-955
St. Annafirn,A51e-12,2014,1967,-2551,-584,2807,0.1951,-1539
St. Annafirn,A51e-12,2015,1553,-2910,-1357,2969,0.1926,-2896
St. Annafirn,A51e-12,2016,1516,-2437,-921,2807,0.1844,-3817
St. Annafirn,A51e-12,2017,1567,-2704,-1137,2832,0.1844,-4954
St. Annafirn,A51e-12,2018,1810,-2979,-1169,2822,0.1541,-6123
St. Annafirn,A51e-12,2019,2341,-2637,-296,2777,0.1477,-6419
St. Annafirn,A51e-12,2020,1442,-2176,-734,2862,0.1436,-7153
St. Annafirn,A51e-12,2021,1555,-2188,-633,2822,0.1419,-7786
St. Annafirn,A51e-12,2022,1141,-3894,-2753,3077,0.125,-10539
St. Annafirn,A51e-12,2023,970,-3633,-2663,3060,0.1228,-13202
Tiefengletscher,A51e-37,2014,1607,-2508,-901,3245,2.05,-901
Tiefengletscher,A51e-37,2015,2047,-3331,-1284,3315,2.05,-2185
Tiefengletscher,A51e-37,2016,1584,-2169,-585,3175,2.05,-2770
Tiefengletscher,A51e-37,2017,1680,-3537,-1857,3386,2.05,-4627
Tällibodengletscher,B52-20,1956,1475,-1985,-510,2822,0.2676,-510
Tällibodengletscher,B52-20,1957,1133,-1339,-206,2762,0.2676,-716
Tällibodengletscher,B52-20,1958,1983,-2168,-185,2762,0.2676,-901
Tällibodengletscher,B52-20,1959,2002,-2174,-172,2757,0.2676,-1073
Tällibodengletscher,B52-20,1960,1813,-1450,363,2712,0.2676,-710
Tällibodengletscher,B52-20,1961,2248,-1953,295,2722,0.2676,-415
Tällibodengletscher,B52-20,1962,1884,-2295,-411,2772,0.2676,-826
Tällibodengletscher,B52-20,1963,1953,-1849,104,2742,0.2676,-722
Tällibodengletscher,B52-20,1964,2236,-2070,166,2727,0.2676,-556
Tällibodengletscher,B52-20,1965,1040,-1510,-470,2822,0.2676,-1026
Tällibodengletscher,B52-20,1966,1938,-1661,277,2722,0.2676,-749
Tällibodengletscher,B52-20,1967,1626,-1767,-141,2757,0.2676,-890
Tällibodengletscher,B52-20,1968,1022,-728,294,2717,0.2676,-596
Tällibodengletscher,B52-20,1969,2174,-1891,283,2727,0.2676,-313
Tällibodengletscher,B52-20,1970,2061,-1667,394,2652,0.2676,81
Tällibodengletscher,B52-20,1971,1644,-1262,382,2652,0.2676,463
Tällibodengletscher,B52-20,1972,1344,-1408,-64,2742,0.2676,399
Tällibodengletscher,B52-20,1973,1088,-1600,-512,2842,0.2676,-113
Tällibodengletscher,B52-20,1974,2047,-1838,209,2727,0.2676,96
Tällibodengletscher,B52-20,1975,2226,-2109,117,2742,0.2676,213
Tällibodengletscher,B52-20,1976,1709,-1410,299,2722,0.2676,512
Tällibodengletscher,B52-20,1977,3083,-1534,1549,2632,0.2676,2061
Tällibodengletscher,B52-20,1978,3370,-1102,2268,2632,0.2676,4329
Tällibodengletscher,B52-20,1979,1404,-2286,-882,2852,0.2676,3447
Tällibodengletscher,B52-20,1980,2777,-1265,1512,2632,0.2676,4959
Tällibodengletscher,B52-20,1981,1926,-2188,-262,2762,0.2676,4697
Tällibodengletscher,B52-20,1982,1516,-3392,-1876,2987,0.2676,2821
Tällibodengletscher,B52-20,1983,2145,-3144,-999,2852,0.2676,1822
Tällibodengletscher,B52-20,1984,1027,-1534,-507,2842,0.2676,1315
Tällibodengletscher,B52-20,1985,1508,-2535,-1027,2877,0.2676,288
Tällibodengletscher,B52-20,1986,2228,-3039,-811,2847,0.2676,-523
Tällibodengletscher,B52-20,1987,1067,-2345,-1278,2942,0.2676,-1801
Tällibodengletscher,B52-20,1988,1557,-2645,-1088,2852,0.2676,-2889
Tällibodengletscher,B52-20,1989,1943,-2485,-542,2822,0.2676,-3431
Tällibodengletscher,B52-20,1990,892,-3110,-2218,3032,0.2676,-5649
Tällibodengletscher,B52-20,1991,2338,-3064,-726,2837,0.2676,-6375
Tällibodengletscher,B52-20,1992,1226,-2952,-1726,2942,0.2676,-8101
Tällibodengletscher,B52-20,1993,1966,-1673,293,2722,0.2676,-7808
Tällibodengletscher,B52-20,1994,1770,-3308,-1538,2952,0.2676,-9346
Tällibodengletscher,B52-20,1995,1916,-2600,-684,2847,0.2676,-10030
Tällibodengletscher,B52-20,1996,1592,-1669,-77,2742,0.2676,-10107
Vadrec da l'Albigna,C84-16,1955,1104,-1759,-655,2587,6.60938,-655
Vadrec da l'Albigna,C84-16,1956,1395,-2009,-614,2617,6.20125,-1269
Vadrec da l'Albigna,C84-16,1957,967,-1779,-812,2722,5.71438,-2081
Vadrec da l'Albigna,C84-16,1958,1563,-1877,-314,2612,5.7025,-2395
Vadrec da l'Albigna,C84-16,1959,1561,-2399,-838,2617,5.69438,-3233
Vadrec da l'Albigna,C84-16,1960,1723,-1788,-65,2562,5.68125,-3298
Vadrec del Forno,C83-12,1955,1382,-1697,-315,2715,9.45313,-315
Vadrec del Forno,C83-12,1956,1678,-2391,-713,2765,9.37312,-1028
Vadrec del Forno,C83-12,1957,1146,-1689,-543,2765,9.00313,-1571
Vadrec del Forno,C83-12,1958,1749,-2524,-775,2765,8.98687,-2346
Vadrec del Forno,C83-12,1959,1588,-2862,-1274,2805,8.96625,-3620
Vadrec del Forno,C83-12,1960,1558,-1987,-429,2725,8.945,-4049
Vadret Pers,E22-16,2002,782,-1562,-780,3015,7.18875,-780
Vadret Pers,E22-16,2003,2067,-3559,-1492,3125,7.18875,-2272
Vadret Pers,E22-16,2004,1184,-1786,-602,3015,7.18875,-2874
Vadret Pers,E22-16,2005,1084,-2252,-1168,3085,7.18875,-4042
Vadret Pers,E22-16,2006,1155,-2719,-1564,3145,7.18875,-5606
Vadret Pers,E22-16,2007,971,-2389,-1418,3085,7.18875,-7024
Vadret Pers,E22-16,2008,1284,-2356,-1072,3045,7.18875,-8096
Vadret Pers,E22-16,2009,2328,-3030,-702,3015,7.18875,-8798
Vadret Pers,E22-16,2010,1057,-1816,-759,3045,6.89938,-9557
Vadret Pers,E22-16,2011,1039,-1963,-924,3055,6.89938,-10481
Vadret Pers,E22-16,2012,1112,-2264,-1152,3105,6.89938,-11633
Vadret Pers,E22-16,2013,1296,-1918,-622,3055,6.89938,-12255
Vadret Pers,E22-16,2014,1733,-1660,73,2955,6.89938,-12182
Vadret Pers,E22-16,2015,1692,-2810,-1118,3055,6.89938,-13300
Vadret Pers,E22-16,2016,1220,-1963,-743,3015,6.89938,-14043
Vadret Pers,E22-16,2017,835,-1757,-922,3045,6.89938,-14965
Vadret Pers,E22-16,2018,1285,-2598,-1313,3095,6.66062,-16278
Vadret Pers,E22-16,2019,1182,-1552,-370,3015,6.66062,-16648
Vadret Pers,E22-16,2020,1061,-1863,-802,3035,6.66062,-17450
Vadret Pers,E22-16,2021,1567,-2196,-629,3025,6.66062,-18079
Vadret Pers,E22-16,2022,859,-3882,-3023,3405,6.66062,-21102
Vadret Pers,E22-16,2023,929,-2843,-1914,3145,6.5375,-23016
Vadret Pers,E22-16,2024,1807,-2680,-873,3035,6.5375,-23889
Vadret Pers,E22-16,2025,890,-2137,-1247,3115,6.5375,-25136
Vadret dal Corvatsch,E23-18,2013,893,-1655,-762,3456,0.2257,-762
Vadret dal Corvatsch,E23-18,2014,1159,-924,235,3017,0.2257,-527
Vadret dal Corvatsch,E23-18,2015,843,-2437,-1594,3433,0.2257,-2121
Vadret dal Corvatsch,E23-18,2016,707,-1554,-847,3347,0.2257,-2968
Vadret dal Corvatsch,E23-18,2017,446,-2339,-1893,3508,0.2212,-4861
Vadret dal Corvatsch,E23-18,2018,892,-2985,-2093,3450,0.2212,-6954
Vadret dal Corvatsch,E23-18,2019,968,-2859,-1891,3464,0.2212,-8845
Vadret dal Corvatsch,E23-18,2020,723,-1831,-1108,3347,0.1786,-9953
Vadret dal Corvatsch,E23-18,2021,922,-1804,-882,3327,0.1786,-10835
Vadret dal Corvatsch,E23-18,2022,461,-4078,-3617,3658,0.1786,-14452
Vadret dal Corvatsch,E23-18,2023,483,-2077,-1594,3441,0.1655,-16046
Vadret dal Corvatsch,E23-18,2024,1433,-1919,-486,3072,0.1655,-16532
Vadret dal Corvatsch,E23-18,2025,772,-2073,-1301,3427,0.1655,-17833
Vadret dal Murtèl,E23-16,2013,994,-1165,-171,3197,0.3015,-171
Vadret dal Murtèl,E23-16,2014,1509,-730,779,3042,0.3015,608
Vadret dal Murtèl,E23-16,2015,1134,-1919,-785,3217,0.2985,-177
Vadret dal Murtèl,E23-16,2016,910,-1493,-583,3217,0.2985,-760
Vadret dal Murtèl,E23-16,2017,650,-1963,-1313,3252,0.2985,-2073
Vadret dal Murtèl,E23-16,2018,1300,-2811,-1511,3252,0.2944,-3584
Vadret dal Murtèl,E23-16,2019,1327,-2375,-1048,3237,0.271,-4632
Vadret dal Murtèl,E23-16,2020,907,-1437,-530,3217,0.2715,-5162
Vadret dal Murtèl,E23-16,2021,1263,-1577,-314,3207,0.2693,-5476
Vadret dal Murtèl,E23-16,2022,700,-3771,-3071,3297,0.2606,-8547
Vadret dal Murtèl,E23-16,2023,725,-3200,-2475,3282,0.2523,-11022
Vadret dal Murtèl,E23-16,2024,1667,-2414,-747,3197,0.2514,-11769
Vadret dal Murtèl,E23-16,2025,898,-1965,-1067,3212,0.2407,-12836
Vorabgletscher,A14p-01,2012,903,-2382,-1479,2962,1.1954,-1479
Vorabgletscher,A14p-01,2013,1019,-2090,-1071,2902,1.1954,-2550
Vorabgletscher,A14p-01,2014,726,-2007,-1281,2934,1.1954,-3831
Vorabgletscher,A14p-01,2015,948,-2967,-2019,3004,1.1954,-5850
Vorabgletscher,A14p-01,2016,976,-2464,-1488,2955,1.1954,-7338
