glacier,glacier_id,annee,bilan_hiver,bilan_ete,bilan_annuel,ligne_equilibre,surface_km2,bilan_cumule
Adlergletscher,B56-14,2006,472,-989,-517,3515,2.04188,-517
Adlergletscher,B56-14,2007,328,-457,-129,3405,2.04188,-646
Adlergletscher,B56-14,2008,436,-878,-442,3475,2.0325,-1088
Adlergletscher,B56-14,2009,1240,-1452,-212,3415,2.02688,-1300
Adlergletscher,B56-14,2010,496,-922,-426,3475,2.0175,-1726
Adlergletscher,B56-14,2011,649,-1180,-531,3465,2.02188,-2257
Adlergletscher,B56-14,2012,935,-1711,-776,3535,2.01313,-3033
Adlergletscher,B56-14,2013,975,-849,126,3385,2.01063,-2907
Adlergletscher,B56-14,2014,1098,-855,243,3365,2.01063,-2664
Adlergletscher,B56-14,2015,1004,-1370,-366,3525,2.01063,-3030
Adlergletscher,B56-14,2016,700,-1298,-598,3525,1.98937,-3628
Adlergletscher,B56-14,2017,717,-1663,-946,3615,1.97938,-4574
Adlergletscher,B56-14,2018,1332,-1803,-471,3475,1.97938,-5045
Adlergletscher,B56-14,2019,1027,-1930,-903,3695,1.97938,-5948
Adlergletscher,B56-14,2020,1023,-1577,-554,3495,1.97938,-6502
Adlergletscher,B56-14,2021,998,-1356,-358,3475,1.97938,-6860
Adlergletscher,B56-14,2022,360,-3380,-3020,4187,1.97938,-9880
Adlergletscher,B56-14,2023,492,-2504,-2012,4100,1.97938,-11892
Adlergletscher,B56-14,2024,1171,-2053,-882,3685,1.95625,-12774
Allalingletscher,B52-29,1956,1012,-779,233,3145,9.97312,233
Allalingletscher,B52-29,1957,1012,-679,333,3085,10.0225,566
Allalingletscher,B52-29,1958,1190,-1559,-369,3345,10.02063,197
Allalingletscher,B52-29,1959,1172,-1097,75,3165,10.0175,272
Allalingletscher,B52-29,1960,1162,-579,583,3065,10.01313,855
Allalingletscher,B52-29,1961,1410,-1705,-295,3345,10.01188,560
Allalingletscher,B52-29,1962,1063,-725,338,3075,10.00938,898
Allalingletscher,B52-29,1963,1168,-1035,133,3165,10.0075,1031
Allalingletscher,B52-29,1964,1091,-687,404,3075,10.00375,1435
Allalingletscher,B52-29,1965,906,-684,222,3155,10.00313,1657
Allalingletscher,B52-29,1966,1146,-1128,18,3265,10.00125,1675
Allalingletscher,B52-29,1967,1076,-726,350,3085,9.99437,2025
Allalingletscher,B52-29,1968,575,-396,179,3135,9.96937,2204
Allalingletscher,B52-29,1969,1381,-835,546,3005,9.97625,2750
Allalingletscher,B52-29,1970,794,-931,-137,3305,9.98687,2613
Allalingletscher,B52-29,1971,771,-892,-121,3265,9.99875,2492
Allalingletscher,B52-29,1972,988,-685,303,3085,10.01062,2795
Allalingletscher,B52-29,1973,824,-1094,-270,3315,10.02812,2525
Allalingletscher,B52-29,1974,1196,-695,501,3005,10.04938,3026
Allalingletscher,B52-29,1975,969,-1211,-242,3325,10.0675,2784
Allalingletscher,B52-29,1976,924,-888,36,3165,10.0925,2820
Allalingletscher,B52-29,1977,2153,-423,1730,2425,10.11625,4550
Allalingletscher,B52-29,1978,1807,-639,1168,2785,10.14625,5718
Allalingletscher,B52-29,1979,808,-1079,-271,3325,10.17563,5447
Allalingletscher,B52-29,1980,1526,-950,576,3005,10.20563,6023
Allalingletscher,B52-29,1981,1043,-752,291,3095,10.23375,6314
Allalingletscher,B52-29,1982,1116,-1989,-873,3435,10.35938,5441
Allalingletscher,B52-29,1983,1430,-1837,-407,3475,10.28688,5034
Allalingletscher,B52-29,1984,873,-631,242,3085,10.2525,5276
Allalingletscher,B52-29,1985,1072,-1972,-900,3605,10.21813,4376
Allalingletscher,B52-29,1986,1622,-2075,-453,3375,10.17625,3923
Allalingletscher,B52-29,1987,651,-1919,-1268,4164,10.1425,2655
Allalingletscher,B52-29,1988,1165,-1399,-234,3315,10.10313,2421
Allalingletscher,B52-29,1989,970,-1605,-635,3475,10.07625,1786
Allalingletscher,B52-29,1990,592,-2005,-1413,4184,10.05375,373
Allalingletscher,B52-29,1991,1308,-2428,-1120,3695,10.0,-747
Allalingletscher,B52-29,1992,981,-1292,-311,3305,10.07813,-1058
Allalingletscher,B52-29,1993,1380,-625,755,2975,10.04938,-303
Allalingletscher,B52-29,1994,1153,-2024,-871,3495,10.01688,-1174
Allalingletscher,B52-29,1995,1239,-619,620,2995,9.98,-554
Allalingletscher,B52-29,1996,542,-955,-413,3345,9.94187,-967
Allalingletscher,B52-29,1997,859,-1130,-271,3315,9.91313,-1238
Allalingletscher,B52-29,1998,444,-1645,-1201,3735,9.89687,-2439
Allalingletscher,B52-29,1999,1014,-1240,-226,3315,9.84187,-2665
Allalingletscher,B52-29,2000,834,-898,-64,3265,9.80625,-2729
Allalingletscher,B52-29,2001,800,-389,411,3095,9.77688,-2318
Allalingletscher,B52-29,2002,933,-585,348,3145,9.7525,-1970
Allalingletscher,B52-29,2003,1060,-2304,-1244,3575,9.72875,-3214
Allalingletscher,B52-29,2004,496,-1220,-724,3505,9.68,-3938
Allalingletscher,B52-29,2005,828,-1589,-761,3425,9.5525,-4699
Allalingletscher,B52-29,2006,704,-1610,-906,3495,9.54312,-5605
Allalingletscher,B52-29,2007,871,-572,299,3165,9.53,-5306
Allalingletscher,B52-29,2008,672,-1402,-730,3445,9.46312,-6036
Allalingletscher,B52-29,2009,1292,-1430,-138,3325,9.85187,-6174
Allalingletscher,B52-29,2010,935,-1692,-757,3595,9.82125,-6931
Allalingletscher,B52-29,2011,363,-1389,-1026,3705,9.76875,-7957
Allalingletscher,B52-29,2012,1054,-2140,-1086,3635,9.71125,-9043
Allalingletscher,B52-29,2013,1349,-1112,237,3145,9.71125,-8806
Allalingletscher,B52-29,2014,1179,-968,211,3165,9.65875,-8595
Allalingletscher,B52-29,2015,1002,-1573,-571,3435,9.65875,-9166
Allalingletscher,B52-29,2016,853,-1698,-845,3735,9.65875,-10011
Allalingletscher,B52-29,2017,621,-2153,-1532,4165,9.64625,-11543
Allalingletscher,B52-29,2018,1127,-1972,-845,3585,9.64625,-12388
Allalingletscher,B52-29,2019,981,-1559,-578,3485,9.55312,-12966
Allalingletscher,B52-29,2020,1108,-1513,-405,3425,9.55312,-13371
Allalingletscher,B52-29,2021,790,-1222,-432,3435,9.55312,-13803
Allalingletscher,B52-29,2022,452,-2836,-2384,4187,9.55312,-16187
Allalingletscher,B52-29,2023,706,-3048,-2342,4255,9.51688,-18529
Allalingletscher,B52-29,2024,1093,-1936,-843,3595,8.67375,-19372
Allalingletscher,B52-29,2025,996,-1852,-856,3505,8.67375,-20228
Alphubelgletscher N,B55-15,2016,551,-937,-386,3842,0.0848,-386
Alphubelgletscher N,B55-15,2017,517,-1490,-973,3928,0.0848,-1359
Alphubelgletscher N,B55-15,2018,946,-1152,-206,3817,0.0848,-1565
Alphubelgletscher N,B55-15,2019,813,-1482,-669,3886,0.0848,-2234
Alphubelgletscher N,B55-15,2020,845,-875,-30,3802,0.0848,-2264
Alphubelgletscher N,B55-15,2021,647,-399,248,3747,0.0681,-2016
Alphubelgletscher N,B55-15,2022,478,-1643,-1165,3941,0.0681,-3181
Alphubelgletscher N,B55-15,2023,731,-1728,-997,3920,0.0681,-4178
Alphubelgletscher N,B55-15,2024,865,-1368,-503,3832,0.0681,-4681
Alphubelgletscher N,B55-15,2025,843,-1246,-403,3832,0.0681,-5084
Chessjengletscher,B52-33,1956,1201,-1501,-300,2997,0.62187,-300
Chessjengletscher,B52-33,1957,1073,-997,76,2937,0.61562,-224
Chessjengletscher,B52-33,1958,1453,-1977,-524,3047,0.61375,-748
Chessjengletscher,B52-33,1959,1302,-2087,-785,3072,0.61125,-1533
Chessjengletscher,B52-33,1960,1252,-923,329,2912,0.61,-1204
Chessjengletscher,B52-33,1961,1609,-2109,-500,3037,0.60875,-1704
Chessjengletscher,B52-33,1962,1251,-1413,-162,2997,0.60813,-1866
Chessjengletscher,B52-33,1963,1356,-1350,6,2947,0.60562,-1860
Chessjengletscher,B52-33,1964,1323,-2075,-752,3077,0.60438,-2612
Chessjengletscher,B52-33,1965,873,-758,115,2937,0.60188,-2497
Chessjengletscher,B52-33,1966,1564,-1493,71,2937,0.59937,-2426
Chessjengletscher,B52-33,1967,1326,-654,672,2852,0.57688,-1754
Chessjengletscher,B52-33,1968,717,-1156,-439,3027,0.56312,-2193
Chessjengletscher,B52-33,1969,1620,-1465,155,2932,0.5625,-2038
Chessjengletscher,B52-33,1970,1454,-1839,-385,3027,0.55937,-2423
Chessjengletscher,B52-33,1971,1321,-1493,-172,2997,0.55812,-2595
Chessjengletscher,B52-33,1972,1054,-686,368,2852,0.55563,-2227
Chessjengletscher,B52-33,1973,995,-2021,-1026,3137,0.55188,-3253
Chessjengletscher,B52-33,1974,1372,-1502,-130,2997,0.54812,-3383
Chessjengletscher,B52-33,1975,1460,-1493,-33,2967,0.54563,-3416
Chessjengletscher,B52-33,1976,1024,-1231,-207,3002,0.54438,-3623
Chessjengletscher,B52-33,1977,2777,-1033,1744,2857,0.54125,-1879
Chessjengletscher,B52-33,1978,2064,-850,1214,2857,0.54125,-665
Chessjengletscher,B52-33,1979,1087,-1344,-257,3022,0.53938,-922
Chessjengletscher,B52-33,1980,1820,-938,882,2857,0.53875,-40
Chessjengletscher,B52-33,1981,1327,-768,559,2857,0.53563,519
Chessjengletscher,B52-33,1982,1469,-2649,-1180,3172,0.52438,-661
Chessjengletscher,B52-33,1983,1597,-2974,-1377,3212,0.51938,-2038
Chessjengletscher,B52-33,1984,1173,-1124,49,2967,0.51625,-1989
Chessjengletscher,B52-33,1985,1678,-2061,-383,3027,0.51313,-2372
Chessjengletscher,B52-33,1986,1889,-2544,-655,3082,0.51187,-3027
Chessjengletscher,B52-33,1987,1022,-2023,-1001,3177,0.50938,-4028
Chessjengletscher,B52-33,1988,1380,-2346,-966,3137,0.50813,-4994
Chessjengletscher,B52-33,1989,1346,-2172,-826,3127,0.50562,-5820
Chessjengletscher,B52-33,1990,1383,-2388,-1005,3137,0.50062,-6825
Chessjengletscher,B52-33,1991,1197,-3336,-2139,3293,0.48125,-8964
Chessjengletscher,B52-33,1992,1621,-1530,91,2957,0.45625,-8873
Chessjengletscher,B52-33,1993,1248,-1055,193,2932,0.455,-8680
Chessjengletscher,B52-33,1994,1639,-2162,-523,3042,0.455,-9203
Chessjengletscher,B52-33,1995,1697,-1735,-38,2982,0.45375,-9241
Chessjengletscher NW,B53-14,2018,1703,-3102,-1399,3092,0.3357,-1399
Chessjengletscher NW,B53-14,2019,1594,-3031,-1437,3117,0.3357,-2836
Chessjengletscher NW,B53-14,2020,1640,-2114,-474,3057,0.3357,-3310
Chessjengletscher NW,B53-14,2021,1242,-1762,-520,3077,0.2046,-3830
Chessjengletscher NW,B53-14,2022,872,-3557,-2685,3417,0.2046,-6515
Chessjengletscher NW,B53-14,2023,1371,-2685,-1314,3137,0.2046,-7829
Chessjengletscher NW,B53-14,2024,1666,-2421,-755,3077,0.2046,-8584
Chessjengletscher NW,B53-14,2025,1432,-2195,-763,3102,0.2046,-9347
Claridenfirn,A50i-19,1915,1559,-729,830,2455,6.8225,830
Claridenfirn,A50i-19,1916,1630,-302,1328,2425,6.80687,2158
Claridenfirn,A50i-19,1917,1330,-1490,-160,2735,6.78937,1998
Claridenfirn,A50i-19,1918,1461,-434,1027,2445,6.7625,3025
Claridenfirn,A50i-19,1919,1582,-782,800,2435,6.74812,3825
Claridenfirn,A50i-19,1920,1685,-1489,196,2685,6.73438,4021
Claridenfirn,A50i-19,1921,670,-2789,-2119,3135,6.71312,1902
Claridenfirn,A50i-19,1922,1514,-1028,486,2665,6.69625,2388
Claridenfirn,A50i-19,1923,1570,-1140,430,2635,6.675,2818
Claridenfirn,A50i-19,1924,1368,-907,461,2635,6.66,3279
Claridenfirn,A50i-19,1925,1286,-859,427,2665,6.64375,3706
Claridenfirn,A50i-19,1926,1493,-1622,-129,2695,6.62375,3577
Claridenfirn,A50i-19,1927,1869,-1063,806,2615,6.60125,4383
Claridenfirn,A50i-19,1928,1158,-3042,-1884,3125,6.58563,2499
Claridenfirn,A50i-19,1929,1651,-2816,-1165,2995,6.56875,1334
Claridenfirn,A50i-19,1930,1078,-916,162,2695,6.54563,1496
Claridenfirn,A50i-19,1931,1721,-1182,539,2615,6.5275,2035
Claridenfirn,A50i-19,1932,1077,-1981,-904,2985,6.50812,1131
Claridenfirn,A50i-19,1933,1049,-363,686,2535,6.48875,1817
Claridenfirn,A50i-19,1934,666,-1814,-1148,2995,6.46625,669
Claridenfirn,A50i-19,1935,1433,-1153,280,2625,6.44,949
Claridenfirn,A50i-19,1936,1514,-1252,262,2665,6.16188,1211
Claridenfirn,A50i-19,1937,1693,-1207,486,2615,6.16188,1697
Claridenfirn,A50i-19,1938,1161,-1438,-277,2695,6.15813,1420
Claridenfirn,A50i-19,1939,1408,-1271,137,2685,6.15688,1557
Claridenfirn,A50i-19,1940,1656,-561,1095,2445,6.15125,2652
Claridenfirn,A50i-19,1941,1445,-913,532,2595,6.14813,3184
Claridenfirn,A50i-19,1942,1000,-1622,-622,2825,6.14438,2562
Claridenfirn,A50i-19,1943,1389,-2051,-662,2795,6.14125,1900
Claridenfirn,A50i-19,1944,1290,-1649,-359,2695,6.1375,1541
Claridenfirn,A50i-19,1945,2101,-1645,456,2645,6.13625,1997
Claridenfirn,A50i-19,1946,1438,-1573,-135,2685,6.12688,1862
Claridenfirn,A50i-19,1947,1114,-3655,-2541,3287,6.12437,-679
Claridenfirn,A50i-19,1948,1901,-749,1152,2435,6.1175,473
Claridenfirn,A50i-19,1949,947,-2586,-1639,3025,6.11313,-1166
Claridenfirn,A50i-19,1950,1084,-2321,-1237,3025,6.11125,-2403
Claridenfirn,A50i-19,1951,1907,-1890,17,2685,6.10313,-2386
Claridenfirn,A50i-19,1952,1524,-2212,-688,2795,6.10187,-3074
Claridenfirn,A50i-19,1953,1771,-1499,272,2665,6.0975,-2802
Claridenfirn,A50i-19,1954,925,-616,309,2635,6.09563,-2493
Claridenfirn,A50i-19,1955,1756,-568,1188,2415,6.09063,-1305
Claridenfirn,A50i-19,1956,1293,-1117,176,2675,5.80813,-1129
Claridenfirn,A50i-19,1957,1165,-490,675,2485,5.84812,-454
Claridenfirn,A50i-19,1958,1567,-2555,-988,2975,5.86188,-1442
Claridenfirn,A50i-19,1959,1330,-2078,-748,2895,5.87125,-2190
Claridenfirn,A50i-19,1960,1283,-580,703,2525,5.88312,-1487
Claridenfirn,A50i-19,1961,1263,-971,292,2635,5.88812,-1195
Claridenfirn,A50i-19,1962,1536,-1218,318,2655,5.89562,-877
Claridenfirn,A50i-19,1963,933,-1762,-829,2975,5.90688,-1706
Claridenfirn,A50i-19,1964,1005,-1958,-953,2975,5.91188,-2659
Claridenfirn,A50i-19,1965,1507,-507,1000,2495,5.92125,-1659
Claridenfirn,A50i-19,1966,1651,-769,882,2525,5.93313,-777
Claridenfirn,A50i-19,1967,1648,-1112,536,2625,5.93938,-241
Claridenfirn,A50i-19,1968,1322,-163,1159,2495,5.95062,918
Claridenfirn,A50i-19,1969,1157,-1142,15,2685,5.95563,933
Claridenfirn,A50i-19,1970,1591,-955,636,2535,5.96,1569
Claridenfirn,A50i-19,1971,1075,-1686,-611,2825,5.9675,958
Claridenfirn,A50i-19,1972,701,-969,-268,2695,5.97,690
Claridenfirn,A50i-19,1973,1177,-2142,-965,2975,5.97,-275
Claridenfirn,A50i-19,1974,1440,-761,679,2605,5.97312,404
Claridenfirn,A50i-19,1975,2347,-1369,978,2535,5.97563,1382
Claridenfirn,A50i-19,1976,910,-927,-17,2685,5.98,1365
Claridenfirn,A50i-19,1977,1680,-920,760,2615,5.98313,2125
Claridenfirn,A50i-19,1978,1457,-375,1082,2515,5.98688,3207
Claridenfirn,A50i-19,1979,1063,-1155,-92,2695,5.99062,3115
Claridenfirn,A50i-19,1980,1726,-754,972,2525,5.99563,4087
Claridenfirn,A50i-19,1981,1435,-1128,307,2675,5.99812,4394
Claridenfirn,A50i-19,1982,1541,-2489,-948,2985,6.00312,3446
Claridenfirn,A50i-19,1983,1276,-1475,-199,2685,6.00938,3247
Claridenfirn,A50i-19,1984,1299,-459,840,2525,6.0125,4087
Claridenfirn,A50i-19,1985,900,-1617,-717,2905,6.09,3370
Claridenfirn,A50i-19,1986,1071,-2155,-1084,3005,5.96312,2286
Claridenfirn,A50i-19,1987,1016,-995,21,2685,5.92438,2307
Claridenfirn,A50i-19,1988,1796,-1529,267,2675,5.88,2574
Claridenfirn,A50i-19,1989,1344,-1838,-494,2785,5.84,2080
Claridenfirn,A50i-19,1990,1315,-2333,-1018,2985,5.64438,1062
Claridenfirn,A50i-19,1991,747,-2379,-1632,3025,5.53375,-570
Claridenfirn,A50i-19,1992,1646,-2793,-1147,2985,5.51187,-1717
Claridenfirn,A50i-19,1993,1348,-1421,-73,2685,5.475,-1790
Claridenfirn,A50i-19,1996,458,-870,-412,2695,5.40188,-2202
Claridenfirn,A50i-19,1997,1560,-2087,-527,2695,5.38375,-2729
Claridenfirn,A50i-19,1998,1054,-2144,-1090,3005,5.36813,-3819
Claridenfirn,A50i-19,1999,2063,-1821,242,2675,5.35,-3577
Claridenfirn,A50i-19,2000,1617,-1394,223,2665,5.32813,-3354
Claridenfirn,A50i-19,2001,1661,-1483,178,2665,5.31062,-3176
Claridenfirn,A50i-19,2002,784,-1863,-1079,2995,5.2925,-4255
Claridenfirn,A50i-19,2003,1651,-3693,-2042,3290,5.12937,-6297
Claridenfirn,A50i-19,2004,1315,-1287,28,2685,5.0375,-6269
Claridenfirn,A50i-19,2005,1010,-1918,-908,2975,5.0075,-7177
Claridenfirn,A50i-19,2006,1013,-2038,-1025,2995,4.98125,-8202
Claridenfirn,A50i-19,2007,671,-1154,-483,2895,4.945,-8685
Claridenfirn,A50i-19,2008,1450,-2514,-1064,2985,4.91437,-9749
Claridenfirn,A50i-19,2009,1532,-2649,-1117,2995,4.87812,-10866
Claridenfirn,A50i-19,2010,854,-1320,-466,2895,4.84125,-11332
Claridenfirn,A50i-19,2011,759,-2568,-1809,3115,4.81062,-13141
Claridenfirn,A50i-19,2012,1314,-2006,-692,2965,4.78562,-13833
Claridenfirn,A50i-19,2013,1470,-1449,21,2665,4.65688,-13812
Claridenfirn,A50i-19,2014,1099,-1357,-258,2885,4.58563,-14070
Claridenfirn,A50i-19,2015,1296,-2462,-1166,2995,4.49563,-15236
Claridenfirn,A50i-19,2016,1299,-1770,-471,2955,4.45062,-15707
Claridenfirn,A50i-19,2017,1428,-2522,-1094,2995,4.41313,-16801
Claridenfirn,A50i-19,2018,2002,-3258,-1256,2995,4.38938,-18057
Claridenfirn,A50i-19,2019,1924,-2954,-1030,2995,4.32062,-19087
Claridenfirn,A50i-19,2020,1553,-2395,-842,2975,4.32062,-19929
Claridenfirn,A50i-19,2021,2047,-2340,-293,2675,4.32062,-20222
Claridenfirn,A50i-19,2022,1314,-4244,-2930,3324,4.32062,-23152
Claridenfirn,A50i-19,2023,1607,-3886,-2279,3275,4.14438,-25431
Claridenfirn,A50i-19,2024,2513,-3969,-1456,2995,4.14438,-26887
Claridenfirn,A50i-19,2025,1170,-2973,-1803,3105,4.14438,-28690
Findelgletscher,B56-03,2005,914,-1387,-473,3265,13.3075,-473
Findelgletscher,B56-03,2006,781,-1461,-680,3295,13.21625,-1153
Findelgletscher,B56-03,2007,374,-654,-280,3225,13.1925,-1433
Findelgletscher,B56-03,2008,602,-1389,-787,3335,13.15625,-2220
Findelgletscher,B56-03,2009,1594,-1793,-199,3245,13.07687,-2419
Findelgletscher,B56-03,2010,759,-1314,-555,3285,13.03938,-2974
Findelgletscher,B56-03,2011,875,-1738,-863,3355,12.96313,-3837
Findelgletscher,B56-03,2012,1203,-1849,-646,3315,12.94875,-4483
Findelgletscher,B56-03,2013,1206,-1060,146,3235,12.895,-4337
Findelgletscher,B56-03,2014,1415,-1246,169,3195,12.88,-4168
Findelgletscher,B56-03,2015,1203,-1793,-590,3295,12.88,-4758
Findelgletscher,B56-03,2016,1021,-1767,-746,3395,12.88,-5504
Findelgletscher,B56-03,2017,1064,-2003,-939,3395,12.89313,-6443
Findelgletscher,B56-03,2018,1535,-2272,-737,3335,12.77812,-7180
Findelgletscher,B56-03,2019,1475,-1794,-319,3285,12.6675,-7499
Findelgletscher,B56-03,2020,1354,-1659,-305,3275,12.5525,-7804
Findelgletscher,B56-03,2021,1095,-1481,-386,3285,12.51125,-8190
Findelgletscher,B56-03,2022,514,-3535,-3021,4066,12.51125,-11211
Findelgletscher,B56-03,2023,703,-2162,-1459,3545,12.38313,-12670
Findelgletscher,B56-03,2024,1414,-1972,-558,3385,12.295,-13228
Findelgletscher,B56-03,2025,1216,-1988,-772,3345,12.26875,-14000
Ghiacciaio del Basòdino,C14-10,1992,1073,-1111,-38,2795,2.40375,-38
Ghiacciaio del Basòdino,C14-10,1993,1574,-1816,-242,2855,2.40375,-280
Ghiacciaio del Basòdino,C14-10,1994,1971,-1966,5,2805,2.40375,-275
Ghiacciaio del Basòdino,C14-10,1995,1544,-1284,260,2785,2.40375,-15
Ghiacciaio del Basòdino,C14-10,1996,781,-1147,-366,2905,2.40375,-381
Ghiacciaio del Basòdino,C14-10,1997,1491,-1962,-471,2915,2.205,-852
Ghiacciaio del Basòdino,C14-10,1998,1372,-2364,-992,3275,2.205,-1844
Ghiacciaio del Basòdino,C14-10,1999,1508,-2369,-861,3249,2.205,-2705
Ghiacciaio del Basòdino,C14-10,2000,1704,-2880,-1176,3232,2.205,-3881
Ghiacciaio del Basòdino,C14-10,2001,2172,-1154,1018,2545,2.205,-2863
Ghiacciaio del Basòdino,C14-10,2002,661,-1275,-614,2965,2.205,-3477
Ghiacciaio del Basòdino,C14-10,2003,1436,-3839,-2403,3374,2.205,-5880
Ghiacciaio del Basòdino,C14-10,2004,1452,-2071,-619,3170,2.205,-6499
Ghiacciaio del Basòdino,C14-10,2005,1349,-2754,-1405,3228,2.205,-7904
Ghiacciaio del Basòdino,C14-10,2006,953,-2639,-1686,3277,1.96063,-9590
Ghiacciaio del Basòdino,C14-10,2007,812,-1984,-1172,3188,1.96063,-10762
Ghiacciaio del Basòdino,C14-10,2008,951,-1648,-697,3174,1.96063,-11459
Ghiacciaio del Basòdino,C14-10,2009,2282,-1995,287,2535,1.96063,-11172
Ghiacciaio del Basòdino,C14-10,2010,1011,-1531,-520,2965,1.96063,-11692
Ghiacciaio del Basòdino,C14-10,2011,1070,-2377,-1307,3234,1.84187,-12999
Ghiacciaio del Basòdino,C14-10,2012,1246,-2232,-986,3246,1.84187,-13985
Ghiacciaio del Basòdino,C14-10,2013,1552,-1544,8,2845,1.84187,-13977
Ghiacciaio del Basòdino,C14-10,2014,1820,-1871,-51,2895,1.84187,-14028
Ghiacciaio del Basòdino,C14-10,2015,1608,-2886,-1278,3277,1.84187,-15306
Ghiacciaio del Basòdino,C14-10,2016,1590,-2571,-981,3282,1.84187,-16287
Ghiacciaio del Basòdino,C14-10,2017,1587,-2868,-1281,3269,1.7575,-17568
Ghiacciaio del Basòdino,C14-10,2018,1865,-3341,-1476,3333,1.7575,-19044
Ghiacciaio del Basòdino,C14-10,2019,2330,-2832,-502,2985,1.7575,-19546
Ghiacciaio del Basòdino,C14-10,2020,1951,-2342,-391,2955,1.64,-19937
Ghiacciaio del Basòdino,C14-10,2021,1473,-2166,-693,3155,1.64,-20630
Ghiacciaio del Basòdino,C14-10,2022,887,-4399,-3512,3587,1.64,-24142
Ghiacciaio del Basòdino,C14-10,2023,892,-3454,-2562,3442,1.54375,-26704
Ghiacciaio del Basòdino,C14-10,2024,2375,-3276,-901,3193,1.48875,-27605
Ghiacciaio del Basòdino,C14-10,2025,1619,-3285,-1666,3228,1.35438,-29271
Glacier d'Orny,B85-23,2023,918,-2958,-2040,3302,1.35813,-2040
Glacier d'Orny,B85-23,2024,1356,-2037,-681,3175,1.19125,-2721
Glacier d'Orny,B85-23,2025,809,-2249,-1440,3260,1.19125,-4161
Glacier d'Otemma,B82-27,2020,1438,-2685,-1247,3165,10.8052,-1247
Glacier d'Otemma,B82-27,2021,1034,-1954,-920,3215,10.8052,-2167
Glacier d'Otemma,B82-27,2022,611,-4099,-3488,3605,10.8052,-5655
Glacier d'Otemma,B82-27,2023,605,-3421,-2816,3515,10.8052,-8471
Glacier d'Otemma,B82-27,2024,1068,-2721,-1653,3716,9.8192,-10124
Glacier d'Otemma,B82-27,2025,868,-3113,-2245,3395,9.8192,-12369
Glacier de Corbassière,B83-03,1997,968,-1512,-544,3135,16.1775,-544
Glacier de Corbassière,B83-03,1998,690,-1905,-1215,3595,16.07125,-1759
Glacier de Corbassière,B83-03,1999,1250,-1091,159,2925,16.02188,-1600
Glacier de Corbassière,B83-03,2000,974,-1317,-343,3095,16.02,-1943
Glacier de Corbassière,B83-03,2001,1583,-1048,535,2815,16.02,-1408
Glacier de Corbassière,B83-03,2002,494,-908,-414,3115,16.02,-1822
Glacier de Corbassière,B83-03,2003,1066,-2322,-1256,3485,16.00937,-3078
Glacier de Corbassière,B83-03,2004,1170,-1728,-558,3155,16.10375,-3636
Glacier de Corbassière,B83-03,2005,827,-1721,-894,3335,16.05937,-4530
Glacier de Corbassière,B83-03,2006,726,-1666,-940,3415,15.97875,-5470
Glacier de Corbassière,B83-03,2007,774,-1142,-368,3105,15.89375,-5838
Glacier de Corbassière,B83-03,2008,710,-1708,-998,3405,15.84,-6836
Glacier de Corbassière,B83-03,2009,1406,-2462,-1056,3405,15.76625,-7892
Glacier de Corbassière,B83-03,2010,661,-1527,-866,3395,15.6475,-8758
Glacier de Corbassière,B83-03,2011,689,-2108,-1419,3505,15.465,-10177
Glacier de Corbassière,B83-03,2012,1021,-1810,-789,3385,15.29187,-10966
Glacier de Corbassière,B83-03,2013,1134,-1443,-309,3115,15.16563,-11275
Glacier de Corbassière,B83-03,2014,1164,-1282,-118,3085,15.16563,-11393
Glacier de Corbassière,B83-03,2015,611,-1941,-1330,3525,15.16563,-12723
Glacier de Corbassière,B83-03,2016,1185,-1624,-439,3125,15.16563,-13162
Glacier de Corbassière,B83-03,2017,911,-2272,-1361,3595,15.08188,-14523
Glacier de Corbassière,B83-03,2018,1191,-2215,-1024,3415,15.08188,-15547
Glacier de Corbassière,B83-03,2019,1211,-2012,-801,3395,15.08188,-16348
Glacier de Corbassière,B83-03,2020,1096,-1935,-839,3355,15.08188,-17187
Glacier de Corbassière,B83-03,2021,789,-1382,-593,3145,15.08188,-17780
Glacier de Corbassière,B83-03,2022,605,-3300,-2695,4352,15.08188,-20475
Glacier de Corbassière,B83-03,2023,707,-2357,-1650,3635,15.08188,-22125
Glacier de Corbassière,B83-03,2024,1030,-2067,-1037,3385,14.07,-23162
Glacier de Corbassière,B83-03,2025,1014,-2259,-1245,3415,14.07,-24407
Glacier de Tortin,B75-12,2015,720,-2350,-1630,3157,0.5762,-1630
Glacier de Tortin,B75-12,2016,1231,-1469,-238,2947,0.5762,-1868
Glacier de Tortin,B75-12,2017,985,-2443,-1458,3218,0.5762,-3326
Glacier de Tortin,B75-12,2018,1250,-2299,-1049,3047,0.5762,-4375
Glacier de Tortin,B75-12,2019,1342,-3084,-1742,3092,0.5762,-6117
Glacier de Tortin,B75-12,2020,1223,-1752,-529,3007,0.5762,-6646
Glacier de Tortin,B75-12,2021,1184,-1437,-253,2947,0.5762,-6899
Glacier de Tortin,B75-12,2022,871,-4953,-4082,3415,0.5762,-10981
Glacier de Tortin,B75-12,2023,1002,-3152,-2150,3510,0.4768,-13131
Glacier de Tortin,B75-12,2024,1393,-2716,-1323,3087,0.4768,-14454
Glacier de Tortin,B75-12,2025,1067,-2783,-1716,3087,0.4933,-16170
Glacier de Tsanfleuron,B22-01,2010,1030,-2024,-994,2962,2.75188,-994
